,text,label,pred_label
3922,"Says if labor force participation rate were the same as when Barack Obama became president, unemployment would be 11 percent.",1, fake.
3923,"Half of all personal bankruptcies in America ""are caused by medical bills.""",1, fake.
3924,"During his tenure as mayor, he saw Houstons crime rates drop to the lowest levels in more than 25 years.",1, real
3925,Twelve judges have thrown out legal challenges to the health care law because they rejected the notion that the health care law was unconstitutional.,0, real
3926,"For Social Security, which is projected to remain solvent through 2033, Whitehouse has cosponsored [a bill that] . . . would extend the life of the program by an additional 75 years.",1, fake
3927,"In the U.S. Senate, Barack Obama ""has not reached across party lines to get anything significant done.""",0, fake.
3928,"Says his promise of 250,000 new private sector jobs was a big goal.",1, fake.
3929,Says a highway was closed in El Paso because of bullets flying across the border.,1, fake.
3930,A private company building a natural gas pipeline into Florida is being forced to spend months under the review of six federal agencies.,1, real
3931,We (Trump University)have an A from the Better Business Bureau.,0, fake
3932,"On (the federal minimum wage of) $7.75, you cant even make half the poverty level.",0, fake.
3933,I asked (then-Secretary of State Condoleezza Rice) how many people had died and she did not know the answer to that question.,0, fake
3934,Jim Renacci voted repeatedly to end Medicare.,0, fake.
3935,"The $1.8 billion in [transportation] bonding, we dont have a repayment mechanism.",0, fake
3936,Only 18 percent of jobs are accessible by transit for metro Atlanta residents. 33 percent for those living in the city.,1, fake
3937,Every major study that has been done by a legitimate group ...shows that there are hundreds of thousands of jobs to be created if you pass our (cap-and-trade) legislation. And if you wind up pricing carbon.,0, fake.
3938,Refugees are subject to more rigorous screening than the average tourist in the U.S.,1, fake.
3939,"It was allowed, referring to her email practices.",0, fake.
3940,"In Rhode Island today, 25 percent of our households either dont have a bank account at all, or they have a bank account and theyre still relying on high-cost financial services like payday loans, pawn shop check cashing and so on.",1, fake
3941,Texas has outstripped the national poverty rate since at least 1959.,1, fake.
3942,The last three days of early voting happen to be the most populated days of voting that we have in early voting.,1, fake.
3943,"Says Mitt Romney is committed to overturning Roe vs. Wade, and he supports such amendments that define a life as beginning at the moment of conception.",1, fake.
3944,The conviction rate is almost exactly the same for whites and blacks who commit murder.,0, fake.
3945,"She said, you know, 'I voted for it, but I hoped it wouldn't pass.' That was a quote on live TV.",0, fake
3946,On whether the state should privatize the Ohio Turnpike.,1, fake.
3947,If you got rid of the income tax today you'd have about as much revenue as we had 10 years ago.,1, fake.
3948,"Under Barack Obama's health care proposal, ""if you've got a health care plan that you like, you can keep it.""",1, fake.
3949,"Says Secretary of State John Kerry, when he was a senator, flew to Managua and met with a communist dictator there, Daniel Ortega, and accused the Reagan administration of engaging in terrorism.",1, fake
3950,"When the governor announced his jobs budget, 99 folks from the Department of Taxation were let go the next day.",1, fake.
3951,On deporting illegal immigrants.,1, fake.
3952,Says the Democratic Party createda debate schedule to maximize the opportunity for voters to see our candidates.,0, fake.
3953,"You see a whole bunch of Korean cars here in the United States, and you dont see any American cars in Korea.",1, fake
3954,"All legislative mail, from the content to the timing, is approved by the speakers office.",0, fake.
3955,"Dan Seals has been running for office since before there were, like, iPods.",0, fake
3956,"Says that except for foreign policy, Ron Pauls voting record and his voting record are virtually identical.",1, fake.
3957,"During the Eisenhower Administration, not a single soldier died in combat.",0, fake.
3958,"In altered photo, says Barack Obama wants more of Texans private data via health care.",1, fake.
3959,President Obamas lawsuit claims it is unconstitutional for Ohio to allow servicemen and women extended early voting privileges during the states early voting period.,0, fake
3960,The Foreign Intelligence Surveillance Court is transparent.,0, fake.
3961,Says Gov. Rick Perry is spending Texans hard-earned money to live like Louie XIV.,0, fake.
3962,Richard Cordrays nomination to head the Consumer Financial Protection Bureau marks the first time in Senate history that a political party has blocked a nomination of someone because they didnt like the construction of the agency.,1, fake.
3963,1.53 million jobs are at risk (from potential defense cuts).,1, fake.
3964,Says U.S. Sen. Sherrod Brown is responsible for over $14 trillion in debt.,0, fake.
3965,"The Rev. Wright compared ""the United States Marine Corps with Roman legionnaires who were responsible for the death of our Savior.""",1, fake
3966,The Walton family of Walmart ... This one family owns more wealth than the bottom 40 percent of the American people.,1, fake.
3967,"Says Freddie Mac, electric co-ops and credit unions are all government sponsored enterprises.",0, fake.
3968,Of minimum wage workers in Rhode Island only 14 percent serve as sole income earner for their family.,1, fake.
3969,The Capitol was built by slaves.,1, fake.
3970,Says Ocean Spray is moving its Bordentown processing facility to Pennsylvania largely because of costs associated with the Regional Greenhouse Gas Initiative.,0, fake.
3971,The citys 30 percent set aside for affordable housing in urban renewal areas is calculated citywide -- not district by district,0, real
3972,There used to be 16 workers for every one person on Social Security. ... Now its three.,1, fake.
3973,"Rhode Island has the second highest per enrollee (Medicaid) cost of any state in the country, which is 60 percent higher than the national average.",1, fake.
3974,"Ending federal funding for National Public Radio would jeopardize 9,000 jobs.",0, fake.
